NOC,Sport,Year,Gold,Silver,Bronze,No_Medal,Participants,Gold_per_Participant,Silver_per_Participant,Bronze_per_Participant,No_Medal_per_Participant,Weighted_Sum,Weighted_Sum_Diff
GHA,Weightlifting,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GHA,Weightlifting,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GHA,Weightlifting,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Archery,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Archery,2004,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Archery,2008,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Archery,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Archery,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Archery,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Artistic Swimming,2020,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,
GRE,Artistic Swimming,2024,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Athletics,1952,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,
GRE,Athletics,1956,0,0,1,0,6,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666
GRE,Athletics,1960,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
GRE,Athletics,1964,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Athletics,1968,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Athletics,1972,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Athletics,1976,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Athletics,1980,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Athletics,1984,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Athletics,1988,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Athletics,1992,1,0,0,0,11,0.09090909090909091,0.0,0.0,0.0,0.36363636363636365,-0.36363636363636365
GRE,Athletics,1996,0,1,0,0,25,0.0,0.04,0.0,0.0,0.08,0.28363636363636363
GRE,Athletics,2000,1,3,0,0,43,0.023255813953488372,0.06976744186046512,0.0,0.0,0.23255813953488372,-0.15255813953488373
GRE,Athletics,2004,2,2,1,0,56,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.0,0.23214285714285712,0.00041528239202659467
GRE,Athletics,2008,0,0,1,0,32,0.0,0.0,0.03125,0.0,0.03125,0.20089285714285712
GRE,Athletics,2012,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.03125
GRE,Athletics,2016,1,0,0,0,24,0.041666666666666664,0.0,0.0,0.0,0.16666666666666666,-0.16666666666666666
GRE,Athletics,2020,1,0,0,0,20,0.05,0.0,0.0,0.0,0.2,-0.033333333333333354
GRE,Athletics,2024,1,0,1,0,13,0.07692307692307693,0.0,0.07692307692307693,0.0,0.38461538461538464,-0.18461538461538463
GRE,Badminton,2004,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Baseball,2004,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,
GRE,Basketball,1952,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,
GRE,Basketball,1996,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,
GRE,Basketball,2004,0,0,0,0,24,0.0,0.0,0.0,0.0,0.0,
GRE,Basketball,2008,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Basketball,2024,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,
GRE,Beach Volleyball,2000,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Beach Volleyball,2004,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Beach Volleyball,2008,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Beach Volleyball,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Boxing,1960,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Boxing,1968,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
GRE,Boxing,1972,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Boxing,1976,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Boxing,1984,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Boxing,1988,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Boxing,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Boxing,1996,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Boxing,2000,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Boxing,2004,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Boxing,2008,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Canoeing,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Canoeing,2004,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Canoeing,2008,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Canoeing,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Cycling,1976,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Cycling,1984,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Cycling,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Cycling,1996,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Cycling,2000,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Cycling,2004,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Cycling,2008,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Cycling,2012,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Cycling,2016,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Cycling Mountain Bike,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Cycling Road,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Cycling Road,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Cycling Track,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Diving,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Diving,1996,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Diving,2000,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Diving,2004,2,0,0,0,8,0.25,0.0,0.0,0.0,1.0,-1.0
GRE,Diving,2008,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
GRE,Diving,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Equestrian,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Equestrian,2004,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Equestrian,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Fencing,1972,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
GRE,Fencing,1984,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Fencing,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Fencing,1996,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Fencing,2004,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,
GRE,Fencing,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Fencing,2016,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Fencing,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Fencing,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Football,1952,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,
GRE,Football,2004,0,0,0,0,34,0.0,0.0,0.0,0.0,0.0,
GRE,Gymnastics,1988,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
GRE,Gymnastics,1992,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Gymnastics,1996,1,0,0,0,10,0.1,0.0,0.0,0.0,0.4,-0.4
GRE,Gymnastics,2000,0,1,6,0,11,0.0,0.09090909090909091,0.5454545454545454,0.0,0.7272727272727273,-0.32727272727272727
GRE,Gymnastics,2004,1,0,0,0,13,0.07692307692307693,0.0,0.0,0.0,0.3076923076923077,0.4195804195804196
GRE,Gymnastics,2008,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.3076923076923077
GRE,Gymnastics,2012,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Gymnastics,2016,1,0,0,0,9,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444,-0.4444444444444444
GRE,Gymnastics,2020,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0,-0.5555555555555556
GRE,Gymnastics,2024,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0
GRE,Handball,2004,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,
GRE,Judo,1992,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Judo,1996,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Judo,2004,1,0,0,0,14,0.07142857142857142,0.0,0.0,0.0,0.2857142857142857,
GRE,Judo,2008,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
GRE,Judo,2012,0,0,1,0,2,0.0,0.0,0.5,0.0,0.5,-0.5
GRE,Judo,2016,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.5
GRE,Judo,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Judo,2024,0,0,1,0,2,0.0,0.0,0.5,0.0,0.5,-0.5
GRE,Marathon Swimming,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Marathon Swimming,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Modern Pentathlon,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Modern Pentathlon,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Modern Pentathlon,2004,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Rowing,1952,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
GRE,Rowing,1956,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Rowing,1960,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Rowing,1980,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
GRE,Rowing,1984,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Rowing,1988,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Rowing,1992,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Rowing,1996,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Rowing,2000,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Rowing,2004,0,0,2,0,4,0.0,0.0,0.5,0.0,0.5,-0.5
GRE,Rowing,2008,0,2,0,0,5,0.0,0.4,0.0,0.0,0.8,-0.30000000000000004
GRE,Rowing,2012,0,0,2,0,10,0.0,0.0,0.2,0.0,0.2,0.6000000000000001
GRE,Rowing,2016,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.2
GRE,Rowing,2020,1,0,0,0,4,0.25,0.0,0.0,0.0,1.0,-1.0
GRE,Rowing,2024,0,0,4,0,7,0.0,0.0,0.5714285714285714,0.0,0.5714285714285714,0.4285714285714286
GRE,Sailing,1952,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
GRE,Sailing,1956,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Sailing,1960,3,0,0,0,8,0.375,0.0,0.0,0.0,1.5,-1.5
GRE,Sailing,1964,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,1.5
GRE,Sailing,1968,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Sailing,1972,0,1,0,0,7,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,-0.2857142857142857
GRE,Sailing,1976,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
GRE,Sailing,1980,0,0,3,0,4,0.0,0.0,0.75,0.0,0.75,-0.75
GRE,Sailing,1984,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.75
GRE,Sailing,1988,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Sailing,1992,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Sailing,1996,1,0,0,0,14,0.07142857142857142,0.0,0.0,0.0,0.2857142857142857,-0.2857142857142857
GRE,Sailing,2000,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
GRE,Sailing,2004,2,1,0,0,18,0.1111111111111111,0.05555555555555555,0.0,0.0,0.5555555555555556,-0.5555555555555556
GRE,Sailing,2008,0,0,3,0,12,0.0,0.0,0.25,0.0,0.25,0.3055555555555556
GRE,Sailing,2012,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.25
GRE,Sailing,2016,0,0,2,0,7,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,-0.2857142857142857
GRE,Sailing,2020,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
GRE,Sailing,2024,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1952,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,
GRE,Shooting,1956,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1960,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1964,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1968,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1972,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1976,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1980,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1984,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1988,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1992,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,1996,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,2000,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,2004,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,2008,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,2012,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Shooting,2016,1,0,1,0,2,0.5,0.0,0.5,0.0,2.5,-2.5
GRE,Shooting,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,2.5
GRE,Shooting,2024,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Softball,2004,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,
GRE,Swimming,1960,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Swimming,1972,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,
GRE,Swimming,1976,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Swimming,1980,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Swimming,1984,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Swimming,1988,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Swimming,1992,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Swimming,1996,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Swimming,2000,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Swimming,2004,0,0,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Swimming,2008,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Swimming,2012,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Swimming,2016,0,1,0,0,14,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,-0.14285714285714285
GRE,Swimming,2020,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
GRE,Swimming,2024,0,1,0,0,16,0.0,0.0625,0.0,0.0,0.125,-0.125
GRE,Synchronized Swimming,1992,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Synchronized Swimming,2000,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Synchronized Swimming,2004,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Synchronized Swimming,2008,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Synchronized Swimming,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Synchronized Swimming,2016,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Table Tennis,1996,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Table Tennis,2000,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Table Tennis,2004,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Table Tennis,2008,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Table Tennis,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Table Tennis,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Table Tennis,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Table Tennis,2024,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Taekwondo,2000,1,0,0,0,3,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,
GRE,Taekwondo,2004,0,2,0,0,4,0.0,0.5,0.0,0.0,1.0,0.33333333333333326
GRE,Taekwondo,2008,0,1,0,0,3,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.33333333333333337
GRE,Taekwondo,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
GRE,Taekwondo,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Tennis,1988,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
GRE,Tennis,1992,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Tennis,1996,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Tennis,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Tennis,2004,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Tennis,2008,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Tennis,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Tennis,2024,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Triathlon,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Triathlon,2004,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Triathlon,2008,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Volleyball,2004,0,0,0,0,24,0.0,0.0,0.0,0.0,0.0,
GRE,Water Polo,1968,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,
GRE,Water Polo,1972,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Water Polo,1980,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,
GRE,Water Polo,1984,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Water Polo,1988,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Water Polo,1992,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Water Polo,1996,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Water Polo,2000,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Water Polo,2004,0,13,0,0,26,0.0,0.5,0.0,0.0,1.0,-1.0
GRE,Water Polo,2008,0,0,0,0,26,0.0,0.0,0.0,0.0,0.0,1.0
GRE,Water Polo,2012,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Water Polo,2016,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Water Polo,2020,0,13,0,0,13,0.0,1.0,0.0,0.0,2.0,-2.0
GRE,Water Polo,2024,0,0,0,0,26,0.0,0.0,0.0,0.0,0.0,2.0
GRE,Weightlifting,1960,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRE,Weightlifting,1968,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRE,Weightlifting,1972,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Weightlifting,1976,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Weightlifting,1980,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Weightlifting,1984,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Weightlifting,1988,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Weightlifting,1992,1,0,0,0,5,0.2,0.0,0.0,0.0,0.8,-0.8
GRE,Weightlifting,1996,2,3,0,0,10,0.2,0.3,0.0,0.0,1.4,-0.5999999999999999
GRE,Weightlifting,2000,2,2,1,0,8,0.25,0.25,0.125,0.0,1.625,-0.2250000000000001
GRE,Weightlifting,2004,0,0,1,0,10,0.0,0.0,0.1,0.0,0.1,1.525
GRE,Weightlifting,2008,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.1
GRE,Weightlifting,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Weightlifting,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Weightlifting,2020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Wrestling,1952,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,
GRE,Wrestling,1956,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Wrestling,1960,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Wrestling,1964,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Wrestling,1968,0,0,1,0,8,0.0,0.0,0.125,0.0,0.125,-0.125
GRE,Wrestling,1972,0,1,0,0,9,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,-0.09722222222222221
GRE,Wrestling,1976,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
GRE,Wrestling,1980,1,0,1,0,5,0.2,0.0,0.2,0.0,1.0,-1.0
GRE,Wrestling,1984,0,1,1,0,10,0.0,0.1,0.1,0.0,0.30000000000000004,0.7
GRE,Wrestling,1988,0,0,1,0,5,0.0,0.0,0.2,0.0,0.2,0.10000000000000003
GRE,Wrestling,1992,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.2
GRE,Wrestling,1996,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Wrestling,2000,0,0,1,0,7,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,-0.14285714285714285
GRE,Wrestling,2004,0,0,1,0,18,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0873015873015873
GRE,Wrestling,2008,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
GRE,Wrestling,2012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Wrestling,2016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Wrestling,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRE,Wrestling,2024,0,0,1,0,3,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333
GRN,Athletics,1984,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,
GRN,Athletics,1988,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Athletics,1992,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Athletics,1996,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Athletics,2000,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Athletics,2004,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Athletics,2008,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Athletics,2012,1,0,0,0,6,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666
GRN,Athletics,2016,0,1,0,0,4,0.0,0.25,0.0,0.0,0.5,0.16666666666666663
GRN,Athletics,2020,0,0,1,0,4,0.0,0.0,0.25,0.0,0.25,0.25
GRN,Athletics,2024,0,0,2,0,4,0.0,0.0,0.5,0.0,0.5,-0.25
GRN,Boxing,1984,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,
GRN,Boxing,1988,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Boxing,2008,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRN,Swimming,2000,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRN,Swimming,2004,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Swimming,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GRN,Swimming,2016,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Swimming,2020,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Swimming,2024,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
GRN,Taekwondo,2012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,
GUA,Athletics,1952,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,
GUA,Athletics,1968,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,
GUA,Athletics,1972,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
GUA,Athletics,1984,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,
GUA,Athletics,1988,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
GUA,Athletics,1996,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,
GUA,Athletics,2000,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0
GUA,Athletics,2004,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0
GUA,Athletics,2008,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0
